NOM;CODI;DATA_INI;DATA_FI;RESIDENCIA;IEPG_CONFIRMAT;R0_CONFIRMAT_M;IA14;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCRTAR;PCR;TAR;PERC_PCRTAR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
CATALUNYA;GLOBAL;2020-06-28;2020-07-04;--;;;0.0000;0.0000;25;0.0000;397;0;4.1451;12;0;0;25;0;16;0;386;0;0;0
CATALUNYA;GLOBAL;2020-06-28;2020-07-04;Si;;;89.4479;45.4338;32;3599.2162;2533;2;1.5392;34;0;12;32;0;31;0;2013;1;0;0
CATALUNYA;GLOBAL;2020-06-27;2020-07-03;--;;;0.0000;0.0000;22;0.0000;414;0;3.7221;9;0;0;22;0;15;0;403;0;0;0
CATALUNYA;GLOBAL;2020-06-27;2020-07-03;Si;;;76.6696;32.6556;23;3648.9095;2568;2;1.0848;35;0;12;23;0;22;0;2027;1;0;0
CATALUNYA;GLOBAL;2020-06-27;2020-07-03;No;40.4066;1.69925;23.7790;15.5513;1204;425.1043;32896;16;3.4987;143;12;17;1197;7;1104;3;31624;16;0;0
CATALUNYA;GLOBAL;2020-06-26;2020-07-02;No;35.3017;1.64545;21.4541;14.2726;1105;430.1804;33287;18;3.1573;141;15;16;1096;9;1005;3;31908;18;0;0
CATALUNYA;GLOBAL;2020-06-26;2020-07-02;--;;;0.0000;0.0000;23;0.0000;421;0;3.7037;8;0;0;23;0;15;0;405;0;0;0
CATALUNYA;GLOBAL;2020-06-26;2020-07-02;Si;;;78.0895;46.8537;33;3832.0649;2697;2;1.4520;36;0;12;33;0;31;0;2134;1;0;0
CATALUNYA;GLOBAL;2020-06-25;2020-07-01;--;;;0.0000;0.0000;22;0.0000;440;0;3.0588;8;1;0;22;0;13;0;425;0;0;0
CATALUNYA;GLOBAL;2020-06-25;2020-07-01;Si;;;80.9291;38.3348;27;3624.7728;2552;1;1.2942;34;0;12;27;0;26;0;2009;0;0;0
CATALUNYA;GLOBAL;2020-06-25;2020-07-01;No;31.7609;1.59156;19.9558;13.4072;1038;415.3395;32141;15;2.7765;146;14;17;1030;8;852;3;30779;15;0;0
CATALUNYA;GLOBAL;2020-06-24;2020-06-30;--;;;0.0000;0.0000;16;0.0000;393;0;2.9178;6;1;0;16;0;11;0;377;0;0;0
CATALUNYA;GLOBAL;2020-06-24;2020-06-30;Si;;;92.2875;36.9150;26;3247.1035;2286;1;1.4541;33;0;13;26;0;26;0;1788;0;0;0
CATALUNYA;GLOBAL;2020-06-24;2020-06-30;No;26.1759;1.49562;17.5017;10.7851;835;367.5230;28448;6;2.5217;136;11;10;831;4;686;1;27238;6;0;0
CATALUNYA;GLOBAL;2020-06-23;2020-06-29;No;23.3629;1.4424;16.1971;9.8552;763;367.7039;28462;6;2.3105;144;13;7;760;3;628;0;27174;6;0;0
CATALUNYA;GLOBAL;2020-06-23;2020-06-29;--;;;0.0000;0.0000;24;0.0000;404;0;3.8961;6;1;0;24;0;15;0;385;0;0;0
CATALUNYA;GLOBAL;2020-06-23;2020-06-29;Si;;;99.3866;45.4338;32;3240.0045;2282;0;1.8561;34;0;12;32;0;32;0;1724;0;0;0
CATALUNYA;GLOBAL;2020-06-22;2020-06-28;--;;;0.0000;0.0000;22;0.0000;391;0;3.2258;8;1;0;22;0;12;0;372;0;0;0
CATALUNYA;GLOBAL;2020-06-22;2020-06-28;Si;;;103.6460;45.4338;32;3298.2167;2323;0;1.8583;30;0;12;32;0;32;0;1722;0;0;0
CATALUNYA;GLOBAL;2020-06-22;2020-06-28;No;20.6928;1.38109;14.9830;8.7443;677;358.6495;27758;9;2.2860;143;16;11;674;3;605;0;26456;9;0;0
CATALUNYA;GLOBAL;2020-06-21;2020-06-27;No;19.3353;1.34136;14.4146;8.4731;656;356.5441;27593;11;2.1824;139;16;13;652;4;573;0;26245;11;0;0
CATALUNYA;GLOBAL;2020-06-21;2020-06-27;--;;;0.0000;0.0000;22;0.0000;391;0;3.2345;8;1;0;22;0;12;0;371;0;0;0
CATALUNYA;GLOBAL;2020-06-21;2020-06-27;Si;;;112.1649;44.0140;31;3247.1035;2287;0;1.8289;29;0;11;31;0;31;0;1695;0;0;0
CATALUNYA;GLOBAL;2020-06-20;2020-06-26;--;;;0.0000;0.0000;22;0.0000;378;0;3.3708;9;1;0;22;0;12;0;356;0;0;0
CATALUNYA;GLOBAL;2020-06-20;2020-06-26;Si;;;112.1649;44.0140;31;3241.4243;2283;0;1.8246;33;0;14;31;0;31;0;1699;0;0;0
CATALUNYA;GLOBAL;2020-06-20;2020-06-26;No;17.8786;1.27222;14.0530;8.2277;637;355.2137;27488;13;2.1756;130;14;14;633;4;567;0;26049;13;0;0
CATALUNYA;GLOBAL;2020-06-19;2020-06-25;No;15.7889;1.20196;13.1359;7.1815;556;342.5815;26509;14;1.9094;122;11;15;552;4;478;1;25072;14;0;0
CATALUNYA;GLOBAL;2020-06-19;2020-06-25;--;;;0.0000;0.0000;18;0.0000;359;0;2.3529;10;1;0;18;0;8;0;340;0;0;0
CATALUNYA;GLOBAL;2020-06-19;2020-06-25;Si;;;120.6837;31.2358;22;3151.9763;2220;0;1.3076;35;0;13;22;0;21;0;1606;0;0;0
CATALUNYA;GLOBAL;2020-06-18;2020-06-24;No;14.3416;1.17995;12.1543;6.5486;507;359.9540;27852;16;1.8700;124;14;17;501;6;490;1;26240;16;0;0
CATALUNYA;GLOBAL;2020-06-18;2020-06-24;--;;;0.0000;0.0000;17;0.0000;362;0;2.3529;9;0;0;17;0;8;0;340;0;0;0
CATALUNYA;GLOBAL;2020-06-18;2020-06-24;Si;;;119.2639;42.5942;30;3424.5797;2412;0;1.8529;34;0;12;30;0;32;0;1727;0;0;0
CATALUNYA;GLOBAL;2020-06-17;2020-06-23;--;;;0.0000;0.0000;18;0.0000;403;0;2.3747;10;0;0;18;0;9;0;379;0;0;0
CATALUNYA;GLOBAL;2020-06-17;2020-06-23;Si;;;136.3016;55.3725;39;4033.6778;2841;0;1.9928;33;0;12;39;0;39;0;1957;0;0;0
CATALUNYA;GLOBAL;2020-06-17;2020-06-23;No;14.8687;1.15;12.9293;6.7165;520;407.0472;31495;19;1.6875;138;18;20;511;9;499;1;29612;18;0;0
CATALUNYA;GLOBAL;2020-06-16;2020-06-22;No;13.9254;1.10124;12.6451;6.3419;491;409.2430;31663;21;1.5334;133;16;20;482;9;456;1;29783;20;0;0
CATALUNYA;GLOBAL;2020-06-16;2020-06-22;--;;;0.0000;0.0000;10;0.0000;402;0;1.0554;10;0;0;10;0;4;0;379;0;0;0
CATALUNYA;GLOBAL;2020-06-16;2020-06-22;Si;;;136.3016;53.9527;38;4201.2153;2958;1;1.9608;36;1;13;38;0;39;0;1988;1;0;0
CATALUNYA;GLOBAL;2020-06-15;2020-06-21;--;;;0.0000;0.0000;10;0.0000;439;0;0.7229;6;0;0;10;0;3;0;415;0;0;0
CATALUNYA;GLOBAL;2020-06-15;2020-06-21;Si;;;168.9572;58.2121;41;4266.5265;3004;1;2.0488;35;2;17;41;0;42;0;2049;1;0;0
CATALUNYA;GLOBAL;2020-06-15;2020-06-21;No;13.3183;1.05864;12.5805;6.2386;483;423.7481;32788;19;1.4467;123;14;22;473;10;445;1;30810;18;0;0
CATALUNYA;GLOBAL;2020-06-14;2020-06-20;No;12.8174;1.0294;12.4514;5.9415;460;423.3218;32754;20;1.3851;127;15;27;450;10;425;2;30810;19;0;0
CATALUNYA;GLOBAL;2020-06-14;2020-06-20;--;;;0.0000;0.0000;9;0.0000;440;0;0.7194;6;0;0;9;0;3;0;417;0;0;0
CATALUNYA;GLOBAL;2020-06-14;2020-06-20;Si;;;188.8346;68.1508;48;4323.3189;3044;1;2.3958;37;2;20;48;0;50;0;2086;1;0;0
CATALUNYA;GLOBAL;2020-06-13;2020-06-19;No;12.0896;0.96196;12.5676;5.8252;451;425.1431;32898;17;1.3080;128;15;26;441;10;403;2;30948;16;0;0
CATALUNYA;GLOBAL;2020-06-13;2020-06-19;--;;;0.0000;0.0000;9;0.0000;438;0;0.7229;5;0;0;9;0;3;0;415;0;0;0
CATALUNYA;GLOBAL;2020-06-13;2020-06-19;Si;;;195.9336;68.1508;48;4350.2953;3063;1;2.3958;33;2;20;48;0;50;0;2086;1;0;0
CATALUNYA;GLOBAL;2020-06-12;2020-06-18;--;;;0.0000;0.0000;9;0.0000;483;0;1.3129;4;0;0;9;0;6;0;457;0;0;0
CATALUNYA;GLOBAL;2020-06-12;2020-06-18;Si;;;215.8109;89.4479;63;4865.6860;3426;1;2.9716;30;2;20;63;0;66;0;2220;1;0;0
CATALUNYA;GLOBAL;2020-06-12;2020-06-18;No;11.9598;0.881848;13.5622;5.9544;461;441.7406;34186;14;1.2991;136;19;26;451;10;415;1;32009;13;0;0
CATALUNYA;GLOBAL;2020-06-11;2020-06-17;No;11.3726;0.822876;13.8205;5.6057;434;449.1159;34756;15;1.2103;129;19;24;424;10;393;1;32539;14;0;0
CATALUNYA;GLOBAL;2020-06-11;2020-06-17;--;;;0.0000;0.0000;10;0.0000;507;0;1.6598;4;0;0;10;0;8;0;482;0;0;0
CATALUNYA;GLOBAL;2020-06-11;2020-06-17;Si;;;238.5279;76.6696;54;4949.4547;3485;1;2.4568;31;3;24;54;0;54;0;2197;1;0;0
CATALUNYA;GLOBAL;2020-06-10;2020-06-16;--;;;0.0000;0.0000;11;0.0000;520;0;1.6162;5;0;0;10;1;8;0;495;0;0;0
CATALUNYA;GLOBAL;2020-06-10;2020-06-16;Si;;;234.2685;80.9291;57;5125.5111;3609;1;2.5766;37;4;25;57;0;58;0;2250;1;0;0
CATALUNYA;GLOBAL;2020-06-10;2020-06-16;No;11.7141;0.805431;14.5438;6.2127;481;461.3348;35705;12;1.3741;117;17;25;474;7;457;1;33318;12;0;0
CATALUNYA;GLOBAL;2020-06-09;2020-06-15;No;11.7793;0.793012;14.8538;6.3032;488;463.0010;35837;9;1.3780;119;18;27;481;7;459;1;33373;9;0;0
CATALUNYA;GLOBAL;2020-06-09;2020-06-15;--;;;0.0000;0.0000;11;0.0000;507;0;1.6632;4;0;0;10;1;8;0;481;0;0;0
CATALUNYA;GLOBAL;2020-06-09;2020-06-15;Si;;;244.2071;82.3489;58;5477.6238;3857;1;2.8025;36;3;22;58;0;66;0;2354;1;0;0
CATALUNYA;GLOBAL;2020-06-08;2020-06-14;Si;;;248.4666;110.7451;78;5767.2648;4061;1;3.0832;39;2;20;78;0;76;0;2464;1;0;0
CATALUNYA;GLOBAL;2020-06-08;2020-06-14;No;11.8302;0.808393;14.6342;6.3419;491;466.8501;36135;9;1.3431;129;20;32;485;6;450;2;33644;9;0;0
CATALUNYA;GLOBAL;2020-06-08;2020-06-14;--;;;0.0000;0.0000;11;0.0000;507;0;1.6563;5;0;0;10;1;8;0;483;0;0;0
CATALUNYA;GLOBAL;2020-06-07;2020-06-13;--;;;0.0000;0.0000;11;0.0000;524;0;1.6032;6;0;0;10;1;8;0;499;0;0;0
CATALUNYA;GLOBAL;2020-06-07;2020-06-13;Si;;;242.7873;120.6837;85;5876.5901;4138;1;3.2622;38;2;19;85;0;81;0;2482;1;0;0
CATALUNYA;GLOBAL;2020-06-07;2020-06-13;No;13.0008;0.867703;14.9830;6.5098;504;472.8950;36605;7;1.3679;131;25;31;498;6;464;2;34060;7;0;0
CATALUNYA;GLOBAL;2020-06-06;2020-06-12;No;14.7011;0.936766;15.6934;6.7423;522;483.6802;37442;5;1.4171;138;31;34;516;6;492;2;34854;5;0;0
CATALUNYA;GLOBAL;2020-06-06;2020-06-12;--;;;0.0000;0.0000;13;0.0000;545;0;1.9157;6;0;0;12;1;10;0;522;0;0;0
CATALUNYA;GLOBAL;2020-06-06;2020-06-12;Si;;;268.3439;127.7828;90;6085.3021;4285;1;3.4212;38;2;21;90;0;87;0;2542;1;0;0
CATALUNYA;GLOBAL;2020-06-05;2020-06-11;--;;;0.0000;0.0000;14;0.0000;618;0;1.6750;7;0;1;13;1;10;0;597;0;0;0
CATALUNYA;GLOBAL;2020-06-05;2020-06-11;Si;;;295.3203;126.3630;89;6383.4620;4495;1;3.2282;44;2;24;89;0;88;0;2725;1;0;0
CATALUNYA;GLOBAL;2020-06-05;2020-06-11;No;16.0553;0.968083;16.5846;7.6077;589;496.6353;38445;5;1.5996;149;27;34;584;5;570;2;35754;5;0;0
CATALUNYA;GLOBAL;2020-06-04;2020-06-10;No;17.1029;0.97577;17.5275;8.2148;636;509.0996;39409;6;1.6926;152;29;35;631;5;615;3;36506;6;0;0
CATALUNYA;GLOBAL;2020-06-04;2020-06-10;--;;;0.0000;0.0000;13;0.0000;670;0;1.2365;11;1;1;12;1;8;0;647;0;0;0
CATALUNYA;GLOBAL;2020-06-04;2020-06-10;Si;;;332.2353;161.8582;114;6871.8764;4839;1;3.2861;44;1;25;114;0;95;0;2890;1;0;0
CATALUNYA;GLOBAL;2020-06-03;2020-06-09;No;17.4121;0.963587;18.0700;8.3310;645;518.8386;40156;13;1.6743;165;27;35;638;7;619;3;37136;13;0;0
CATALUNYA;GLOBAL;2020-06-03;2020-06-09;--;;;0.0000;0.0000;12;0.0000;685;0;1.2085;12;1;1;12;0;8;0;662;0;0;0
CATALUNYA;GLOBAL;2020-06-03;2020-06-09;Si;;;332.2353;153.3393;108;6897.4329;4857;1;3.2325;40;0;36;108;0;93;0;2876;1;0;0
CATALUNYA;GLOBAL;2020-06-02;2020-06-08;--;;;0.0000;0.0000;13;0.0000;692;0;1.4903;11;2;1;13;0;10;0;671;0;0;0
CATALUNYA;GLOBAL;2020-06-02;2020-06-08;Si;;;359.2117;161.8582;114;6617.7305;4661;0;3.1328;41;0;43;114;0;88;0;2809;0;0;0
CATALUNYA;GLOBAL;2020-06-02;2020-06-08;No;18.0073;0.943264;19.0904;8.5506;662;512.3287;39637;28;1.7052;172;26;35;655;7;622;3;36626;26;0;0
CATALUNYA;GLOBAL;2020-06-01;2020-06-07;No;18.5413;0.917831;20.2012;8.2923;642;488.2396;37742;58;1.7726;171;25;27;634;8;617;3;34921;56;0;0
CATALUNYA;GLOBAL;2020-06-01;2020-06-07;--;;;0.0000;0.0000;14;0.0000;655;0;1.8957;12;2;1;14;0;12;0;633;0;0;0
CATALUNYA;GLOBAL;2020-06-01;2020-06-07;Si;;;396.1267;137.7214;97;6325.2498;4451;4;2.9173;38;0;45;97;0;79;0;2705;3;0;0
CATALUNYA;GLOBAL;2020-05-31;2020-06-06;--;;;0.0000;0.0000;14;0.0000;671;0;1.8547;12;3;1;14;0;12;0;647;0;0;0
CATALUNYA;GLOBAL;2020-05-31;2020-06-06;Si;;;408.9050;122.1035;86;6654.6456;4683;4;2.3810;40;1;54;86;0;69;0;2895;3;0;0
CATALUNYA;GLOBAL;2020-05-31;2020-06-06;No;18.0971;0.854325;21.1828;8.4731;656;499.6190;38616;65;1.7676;174;20;27;649;7;631;2;35748;63;0;0
CATALUNYA;GLOBAL;2020-05-30;2020-06-05;No;16.7724;0.78178;21.4541;8.9510;693;516.5007;39923;65;1.8087;171;18;24;685;8;668;2;36981;63;0;0
CATALUNYA;GLOBAL;2020-05-30;2020-06-05;--;;;0.0000;0.0000;14;0.0000;745;0;1.6690;15;4;1;14;0;12;0;719;0;0;0
CATALUNYA;GLOBAL;2020-05-30;2020-06-05;Si;;;434.4616;140.5611;99;7297.8191;5135;5;2.4635;41;1;56;99;0;81;0;3285;3;0;0
CATALUNYA;GLOBAL;2020-05-29;2020-06-04;Si;;;501.1926;168.9572;119;7532.0876;5300;5;2.9472;38;1;61;119;0;101;0;3424;3;0;0
CATALUNYA;GLOBAL;2020-05-29;2020-06-04;No;16.7512;0.761086;22.0095;8.9768;695;519.5490;40131;93;1.7482;169;22;31;684;11;648;3;37149;90;0;0
CATALUNYA;GLOBAL;2020-05-29;2020-06-04;--;;;0.0000;0.0000;15;0.0000;709;0;2.0498;13;4;0;15;0;14;0;683;0;0;0
CATALUNYA;GLOBAL;2020-05-28;2020-06-03;--;;;0.0000;0.0000;20;0.0000;786;0;2.5033;10;3;0;20;0;19;0;759;0;0;0
CATALUNYA;GLOBAL;2020-05-28;2020-06-03;Si;;;521.0699;170.3771;120;8159.6433;5742;5;3.1901;47;2;61;120;0;118;0;3696;3;0;0
CATALUNYA;GLOBAL;2020-05-28;2020-06-03;No;18.0541;0.766741;23.5465;9.3127;721;533.1629;41159;119;1.7617;170;19;36;710;11;671;4;38199;116;0;0
CATALUNYA;GLOBAL;2020-05-27;2020-06-02;No;19.0711;0.794246;24.0115;9.7389;754;532.1812;41061;141;1.8129;167;21;40;742;12;689;5;38144;137;0;0
CATALUNYA;GLOBAL;2020-05-27;2020-06-02;--;;;0.0000;0.0000;23;0.0000;881;0;2.4504;9;4;0;23;0;21;0;857;0;0;0
CATALUNYA;GLOBAL;2020-05-27;2020-06-02;Si;;;617.6169;178.8959;126;8359.8364;5882;6;3.1882;44;2;55;126;0;123;0;3854;4;0;0
CATALUNYA;GLOBAL;2020-05-26;2020-06-01;--;;;0.0000;0.0000;25;0.0000;972;0;2.3355;11;3;0;25;0;22;0;942;0;0;0
CATALUNYA;GLOBAL;2020-05-26;2020-06-01;Si;;;650.2726;197.3534;139;9339.5047;6568;10;3.2388;43;3;55;139;0;137;0;4222;8;0;0
CATALUNYA;GLOBAL;2020-05-26;2020-06-01;No;21.1284;0.834157;25.3290;10.5397;816;554.8882;42809;151;1.9245;168;28;47;803;13;761;5;39653;149;0;0
CATALUNYA;GLOBAL;2020-05-25;2020-05-31;No;23.4052;0.865768;27.0340;11.9089;922;595.1874;45937;143;2.0190;170;32;53;901;21;855;4;42404;141;0;0
CATALUNYA;GLOBAL;2020-05-25;2020-05-31;--;;;0.0000;0.0000;26;0.0000;1050;0;2.0649;14;4;0;26;0;21;0;1017;0;0;0
CATALUNYA;GLOBAL;2020-05-25;2020-05-31;Si;;;670.1499;258.4052;182;10411.4606;7326;7;3.5571;45;4;60;181;1;169;0;4745;6;0;0
CATALUNYA;GLOBAL;2020-05-24;2020-05-30;Si;;;680.0885;286.8014;202;10835.9836;7625;7;3.8352;53;3;58;201;1;189;0;4922;6;0;0
CATALUNYA;GLOBAL;2020-05-24;2020-05-30;No;24.1395;0.891651;27.0727;12.7097;984;603.1310;46540;155;2.1430;169;31;56;963;21;920;4;42965;152;0;0
CATALUNYA;GLOBAL;2020-05-24;2020-05-30;--;;;0.0000;0.0000;27;0.0000;1101;0;2.0619;13;3;0;27;0;22;0;1067;0;0;0
CATALUNYA;GLOBAL;2020-05-23;2020-05-29;--;;;0.0000;0.0000;26;0.0000;1113;1;1.9426;10;2;0;26;0;21;0;1080;1;0;0
CATALUNYA;GLOBAL;2020-05-23;2020-05-29;Si;;;685.7678;293.9004;207;11533.1099;8116;7;3.6254;57;3;65;206;1;192;0;5289;7;0;0
CATALUNYA;GLOBAL;2020-05-23;2020-05-29;No;25.6706;0.944154;27.1890;12.5030;968;601.9427;46418;185;2.0790;170;27;67;947;21;891;5;42917;180;0;0
CATALUNYA;GLOBAL;2020-05-22;2020-05-28;No;28.5478;1.04948;27.2019;13.0326;1009;601.7231;46405;181;2.1719;163;29;69;986;23;932;5;42966;176;0;0
CATALUNYA;GLOBAL;2020-05-22;2020-05-28;--;;;0.0000;0.0000;25;0.0000;1153;1;1.6964;14;2;0;25;0;19;0;1119;1;0;0
CATALUNYA;GLOBAL;2020-05-22;2020-05-28;Si;;;697.1263;332.2353;234;12518.4575;8810;7;3.7638;62;3;66;233;1;211;0;5599;7;0;0
CATALUNYA;GLOBAL;2020-05-21;2020-05-27;--;;;0.0000;0.0000;19;0.0000;1096;1;1.2253;17;2;0;19;0;13;0;1060;1;0;0
CATALUNYA;GLOBAL;2020-05-21;2020-05-27;Si;;;749.6592;350.6928;247;13503.8050;9503;8;3.7531;63;2;70;246;1;228;0;6067;8;0;0
CATALUNYA;GLOBAL;2020-05-21;2020-05-27;No;30.8201;1.13733;27.0985;14.2338;1102;606.7863;46798;180;2.4031;191;33;77;1076;26;1041;3;43270;174;0;0
CATALUNYA;GLOBAL;2020-05-20;2020-05-26;No;32.478;1.19794;27.1115;14.2726;1105;610.4675;47079;184;2.3545;206;35;86;1078;27;1026;4;43568;178;0;0
CATALUNYA;GLOBAL;2020-05-20;2020-05-26;--;;;0.0000;0.0000;15;0.0000;1042;1;1.0978;15;1;0;15;0;11;0;1001;1;0;0
CATALUNYA;GLOBAL;2020-05-20;2020-05-26;Si;;;820.6497;438.7210;309;14835.5860;10440;9;4.2763;66;2;77;308;1;286;0;6680;8;0;0
CATALUNYA;GLOBAL;2020-05-19;2020-05-25;--;;;0.0000;0.0000;16;0.0000;953;1;1.1996;15;1;0;16;0;11;0;916;1;0;0
CATALUNYA;GLOBAL;2020-05-19;2020-05-25;Si;;;863.2439;452.9191;319;15392.1512;10835;6;4.1140;75;2;80;317;2;296;0;7190;5;0;0
CATALUNYA;GLOBAL;2020-05-19;2020-05-25;No;33.5192;1.23341;27.1760;14.7892;1145;618.9535;47732;188;2.4518;216;28;96;1117;28;1081;6;44155;180;0;0
CATALUNYA;GLOBAL;2020-05-18;2020-05-24;--;;;0.0000;0.0000;18;0.0000;913;1;1.4806;10;0;1;18;0;13;0;877;1;0;0
CATALUNYA;GLOBAL;2020-05-18;2020-05-24;Si;;;834.8477;411.7446;290;15849.3298;11156;7;3.7507;77;2;70;289;1;278;0;7406;6;0;0
CATALUNYA;GLOBAL;2020-05-18;2020-05-24;No;33.7998;1.24196;27.2148;15.1250;1171;623.8876;48124;178;2.4681;228;30;101;1147;24;1097;6;44521;170;0;0
CATALUNYA;GLOBAL;2020-05-17;2020-05-23;No;32.7684;1.22796;26.6852;14.3630;1112;610.9583;47120;181;2.3898;229;33;107;1087;25;1038;7;43555;173;0;0
CATALUNYA;GLOBAL;2020-05-17;2020-05-23;--;;;0.0000;0.0000;17;0.0000;827;1;1.5075;11;0;1;17;0;12;0;795;1;0;0
CATALUNYA;GLOBAL;2020-05-17;2020-05-23;Si;;;837.6874;393.2871;277;15967.1740;11234;12;3.4976;73;2;70;276;1;264;0;7537;11;0;0
CATALUNYA;GLOBAL;2020-05-16;2020-05-22;--;;;0.0000;0.0000;16;0.0000;734;0;1.5714;15;0;1;16;0;11;0;700;0;0;0
CATALUNYA;GLOBAL;2020-05-16;2020-05-22;Si;;;891.6401;391.8673;276;15538.3916;10931;13;3.6260;70;2;67;275;1;266;0;7324;12;0;0
CATALUNYA;GLOBAL;2020-05-16;2020-05-22;No;31.9194;1.18524;26.9306;14.6859;1137;614.1228;47378;168;2.4802;233;35;107;1109;28;1080;9;43745;162;0;0
CATALUNYA;GLOBAL;2020-05-15;2020-05-21;No;29.3754;1.12033;26.2202;14.1692;1097;595.4070;45928;169;2.4646;255;34;114;1072;25;1037;10;42319;163;0;0
CATALUNYA;GLOBAL;2020-05-15;2020-05-21;--;;;0.0000;0.0000;16;0.0000;609;0;1.9130;15;0;1;16;0;11;0;575;0;0;0
CATALUNYA;GLOBAL;2020-05-15;2020-05-21;Si;;;881.7014;364.8909;257;14635.3930;10293;15;3.5588;74;2;77;256;1;252;0;7067;14;0;0
CATALUNYA;GLOBAL;2020-05-14;2020-05-20;--;;;0.0000;0.0000;19;0.0000;524;0;2.6316;14;0;1;19;0;13;0;494;0;0;0
CATALUNYA;GLOBAL;2020-05-14;2020-05-20;Si;;;904.4184;398.9663;281;13847.3989;9739;14;3.8238;80;2;82;280;1;263;0;6865;13;0;0
CATALUNYA;GLOBAL;2020-05-14;2020-05-20;No;26.8509;1.09297;24.5669;12.8647;996;582.4131;44941;150;2.2030;248;33;110;970;26;902;12;41344;145;0;0
CATALUNYA;GLOBAL;2020-05-13;2020-05-19;--;;;0.0000;0.0000;22;0.0000;489;0;3.0702;15;0;1;22;0;14;0;456;0;0;0
CATALUNYA;GLOBAL;2020-05-13;2020-05-19;Si;;;912.9373;381.9286;269;13797.7055;9703;15;3.5291;82;2;84;266;3;237;1;6730;14;0;0
CATALUNYA;GLOBAL;2020-05-13;2020-05-19;No;26.7672;1.08956;24.5669;12.8388;994;569.0058;43909;144;2.2611;262;36;110;964;30;897;15;40195;139;0;0
CATALUNYA;GLOBAL;2020-05-12;2020-05-18;No;26.0894;1.08829;23.9728;12.3868;959;540.1765;41682;139;2.1847;277;44;112;923;36;814;19;37993;135;0;0
CATALUNYA;GLOBAL;2020-05-12;2020-05-18;--;;;0.0000;0.0000;18;0.0000;491;0;2.6030;17;0;2;18;0;12;0;461;0;0;0
CATALUNYA;GLOBAL;2020-05-12;2020-05-18;Si;;;971.1494;410.3248;289;13566.2766;9537;18;3.7287;79;1;91;286;3;241;2;6503;14;0;0
CATALUNYA;GLOBAL;2020-05-11;2020-05-17;--;;;0.0000;0.0000;18;0.0000;476;0;2.4499;19;0;1;18;0;11;0;449;0;0;0
CATALUNYA;GLOBAL;2020-05-11;2020-05-17;Si;;;1047.8191;423.1031;298;13384.5411;9406;21;3.9949;86;0;123;295;3;250;2;6291;17;0;0
CATALUNYA;GLOBAL;2020-05-11;2020-05-17;No;25.4866;1.09258;23.3270;12.0897;936;520.2335;40095;182;2.2303;294;39;117;896;40;784;29;36279;173;0;0
CATALUNYA;GLOBAL;2020-05-10;2020-05-16;No;25.9143;1.10419;23.4690;12.3222;954;514.5632;39632;206;2.2632;308;42;126;907;47;780;35;35817;194;0;0
CATALUNYA;GLOBAL;2020-05-10;2020-05-16;--;;;0.0000;0.0000;17;0.0000;490;0;2.1645;18;0;1;17;0;10;0;462;0;0;0
CATALUNYA;GLOBAL;2020-05-10;2020-05-16;Si;;;1059.1776;444.4002;313;12840.7542;9023;21;4.4474;90;0;140;310;3;266;2;6011;15;0;0
CATALUNYA;GLOBAL;2020-05-09;2020-05-15;--;;;0.0000;0.0000;18;0.0000;517;0;2.2449;14;0;1;18;0;11;0;490;0;0;0
CATALUNYA;GLOBAL;2020-05-09;2020-05-15;Si;;;1118.8096;499.7728;352;12877.6692;9045;25;4.9180;94;1;159;349;3;298;2;6082;18;0;0
CATALUNYA;GLOBAL;2020-05-09;2020-05-15;No;25.7447;1.09757;23.4561;12.2447;948;498.1336;38335;231;2.2497;331;43;124;901;47;748;34;34542;218;0;0
CATALUNYA;GLOBAL;2020-05-08;2020-05-14;--;;;0.0000;0.0000;18;0.0000;545;0;1.7375;13;0;2;18;0;9;0;518;0;0;0
CATALUNYA;GLOBAL;2020-05-08;2020-05-14;Si;;;1162.8237;516.8105;364;13077.8623;9182;29;4.9193;99;2;164;361;3;306;2;6241;20;0;0
CATALUNYA;GLOBAL;2020-05-08;2020-05-14;No;25.1374;1.08724;23.1203;12.0509;933;484.6230;37280;240;2.1837;337;48;131;883;50;699;33;33294;227;0;0
CATALUNYA;GLOBAL;2020-05-07;2020-05-13;No;24.8955;1.03514;24.0503;11.7022;906;466.7209;35847;287;2.2581;344;50;154;857;49;686;37;31745;273;0;0
CATALUNYA;GLOBAL;2020-05-07;2020-05-13;--;;;0.0000;0.0000;17;0.0000;599;0;1.5789;12;2;2;17;0;9;0;570;0;0;0
CATALUNYA;GLOBAL;2020-05-07;2020-05-13;Si;;;1230.9745;505.4520;356;13065.0840;9168;34;4.7402;97;2;196;353;3;300;2;6347;24;0;0
CATALUNYA;GLOBAL;2020-05-06;2020-05-12;--;;;0.0000;0.0000;18;0.0000;624;0;1.6807;15;4;3;18;0;10;0;595;0;0;0
